customer_id,age,gender,location,customer_tenure_years,policy_type,monthly_premium,coverage_level,claims_last_year,payment_delay_days,customer_satisfaction,customer_service_interactions,churn
20946,38,M,Urban,2,Comprehensive,299.53,Medium,1,0,3,2,0
20947,28,F,Urban,6,Comprehensive,287.68,High,1,0,1,3,0
20948,73,F,Rural,2,Comprehensive,358.3,Low,0,0,1,0,0
20949,37,M,Urban,7,Comprehensive,279.63,Medium,0,0,4,1,0
20950,43,M,Urban,11,Third_Party,239.93,Medium,2,0,1,1,0
20951,59,F,Suburban,17,Comprehensive,319.64,Low,1,16,3,1,0
20952,37,F,Urban,3,Comprehensive,316.65,Low,1,0,2,4,0
20953,48,M,Rural,7,Comprehensive,284.26,Low,0,0,3,3,0
20954,34,F,Urban,4,Third_Party,205.79,Medium,1,0,2,3,0
20955,45,M,Urban,1,Comprehensive,332.52,Low,1,0,3,1,0
20956,18,M,Urban,23,Comprehensive,251.27,High,1,14,2,2,1
20957,35,M,Urban,11,Third_Party,188.97,Medium,1,0,2,1,0
20958,50,F,Urban,4,Basic,101.85,Medium,0,0,4,3,0
20959,58,F,Urban,12,Comprehensive,332.91,High,0,15,4,2,0
20960,42,F,Urban,4,Third_Party,243.79,Medium,1,15,2,0,1
20961,35,M,Urban,3,Basic,132.26,High,0,0,2,2,0
20962,52,F,Urban,2,Basic,121.94,High,0,0,4,0,0
20963,35,F,Rural,17,Basic,147.83,Medium,2,0,5,4,0
20964,25,M,Urban,6,Third_Party,187.23,High,0,0,4,2,0
20965,53,F,Urban,1,Basic,138.15,Medium,1,0,4,1,0
20966,32,M,Urban,2,Basic,100.0,Medium,0,10,4,0,0
20967,47,F,Suburban,8,Comprehensive,291.5,Medium,0,0,4,3,0
20968,30,M,Suburban,4,Comprehensive,248.13,High,0,0,5,4,0
20969,45,F,Suburban,1,Basic,138.29,Medium,0,0,3,3,0
20970,42,F,Suburban,3,Comprehensive,297.75,Medium,2,12,2,2,1
20971,39,M,Urban,4,Third_Party,186.6,High,0,0,3,5,0
20972,40,M,Rural,2,Third_Party,197.49,Medium,1,13,1,3,1
20973,56,F,Urban,4,Comprehensive,336.74,Medium,3,0,5,0,0
20974,59,M,Urban,4,Third_Party,246.9,Medium,1,0,2,2,0
20975,42,M,Suburban,21,Basic,101.49,High,0,0,4,2,0
20976,38,M,Urban,6,Comprehensive,281.09,Medium,0,0,5,2,0
20977,63,M,Suburban,1,Third_Party,233.04,Medium,0,0,2,1,0
20978,42,M,Urban,1,Third_Party,211.98,Medium,0,0,1,2,0
20979,73,F,Suburban,2,Basic,119.5,Low,0,16,3,1,0
20980,39,F,Urban,17,Comprehensive,315.54,Medium,1,0,5,2,0
20981,45,F,Suburban,6,Third_Party,176.66,Medium,0,0,4,3,0
20982,57,F,Urban,6,Third_Party,232.3,Medium,1,14,3,0,0
20983,40,M,Suburban,7,Basic,110.53,High,0,0,3,3,0
20984,52,M,Rural,4,Third_Party,241.84,Medium,0,12,3,2,0
20985,54,M,Urban,2,Comprehensive,311.34,High,0,0,3,0,0
20986,35,F,Urban,4,Comprehensive,297.94,Low,2,0,3,5,0
20987,56,F,Urban,4,Basic,160.26,Low,0,0,3,0,0
20988,39,M,Urban,3,Comprehensive,297.45,Medium,0,0,4,1,0
20989,61,M,Urban,7,Third_Party,242.8,High,0,0,4,2,0
20990,40,F,Suburban,3,Basic,114.61,Low,0,0,3,1,0
20991,38,M,Suburban,5,Comprehensive,299.74,High,0,0,4,1,0
20992,39,F,Urban,4,Third_Party,232.07,Low,1,0,4,0,0
20993,43,M,Urban,2,Comprehensive,345.53,Medium,0,0,5,1,0
20994,37,M,Urban,12,Comprehensive,293.84,Medium,1,0,1,3,0
20995,37,M,Urban,5,Comprehensive,302.41,Medium,2,0,3,0,0
20996,44,F,Urban,5,Comprehensive,310.72,Medium,1,0,1,2,0
20997,41,M,Urban,12,Basic,100.0,Low,0,0,5,1,0
20998,19,M,Suburban,1,Third_Party,212.76,High,0,11,3,0,1
20999,27,M,Rural,5,Third_Party,200.19,Medium,0,0,1,3,0
21000,42,F,Urban,1,Third_Party,209.15,Medium,2,0,5,4,0
21001,55,F,Suburban,4,Third_Party,204.84,Medium,1,0,2,0,0
21002,54,M,Urban,7,Comprehensive,376.41,High,1,0,3,2,0
21003,18,F,Urban,3,Third_Party,191.51,High,0,0,2,1,0
21004,41,M,Suburban,8,Third_Party,218.28,Low,2,0,4,4,0
21005,49,M,Urban,1,Third_Party,226.16,Low,1,0,4,3,0
21006,35,M,Suburban,1,Third_Party,213.74,Medium,0,0,1,3,0
21007,41,M,Urban,2,Comprehensive,294.09,Medium,0,0,4,0,0
21008,46,M,Suburban,14,Comprehensive,294.37,Medium,1,20,1,2,1
21009,43,M,Rural,18,Third_Party,182.61,Low,0,0,3,0,0
21010,54,M,Urban,1,Comprehensive,315.49,Medium,0,0,5,2,0
21011,35,M,Urban,1,Basic,105.25,High,1,0,3,2,0
21012,38,M,Urban,10,Comprehensive,329.21,High,1,0,4,3,0
21013,30,M,Urban,2,Third_Party,178.27,Medium,0,0,4,0,0
21014,47,F,Urban,3,Comprehensive,313.63,Medium,1,0,3,6,0
21015,55,M,Rural,12,Comprehensive,313.37,Low,0,0,5,0,0
21016,35,F,Rural,1,Comprehensive,279.13,High,2,20,4,2,1
21017,54,F,Suburban,3,Third_Party,198.82,High,0,8,2,1,0
21018,40,M,Urban,22,Comprehensive,269.19,Medium,0,0,5,1,0
21019,50,F,Urban,20,Basic,112.1,High,0,15,3,1,0
21020,59,F,Urban,6,Basic,142.12,Medium,0,13,3,1,0
21021,22,M,Urban,3,Third_Party,218.58,Medium,0,13,5,1,1
21022,39,M,Suburban,6,Third_Party,221.22,Low,2,0,5,2,0
21023,46,F,Suburban,2,Comprehensive,309.79,Medium,1,0,3,1,0
21024,54,M,Suburban,2,Third_Party,263.46,High,0,0,3,0,0
21025,42,M,Suburban,8,Basic,120.36,High,0,0,3,2,0
21026,49,M,Urban,1,Comprehensive,295.26,High,0,15,4,1,1
21027,45,F,Urban,4,Third_Party,211.45,Medium,0,0,5,2,0
21028,43,F,Urban,6,Third_Party,209.02,Low,1,12,3,1,0
21029,46,M,Urban,1,Comprehensive,301.98,High,2,14,4,1,1
21030,48,M,Urban,3,Third_Party,268.15,High,0,0,4,3,0
21031,29,M,Suburban,1,Third_Party,194.36,Medium,0,17,2,1,1
21032,38,F,Urban,4,Comprehensive,341.15,High,0,0,4,0,0
21033,27,M,Suburban,3,Basic,100.0,Medium,0,0,4,2,0
21034,44,F,Urban,5,Comprehensive,290.38,High,0,0,3,1,0
21035,43,M,Urban,10,Third_Party,205.13,Medium,1,0,5,2,0
21036,46,F,Rural,3,Comprehensive,309.22,Low,1,0,5,1,0
21037,47,M,Suburban,8,Third_Party,191.96,Low,0,0,3,1,0
21038,35,F,Urban,6,Basic,129.79,High,0,0,3,3,0
21039,26,M,Suburban,12,Comprehensive,280.36,Medium,2,0,4,1,0
21040,49,M,Urban,13,Basic,150.36,Medium,1,0,5,3,0
21041,36,F,Suburban,6,Third_Party,183.73,High,0,0,3,1,0
21042,41,M,Rural,7,Basic,136.9,Low,0,0,3,1,0
21043,29,M,Urban,1,Third_Party,225.89,High,1,0,4,4,0
21044,61,M,Urban,4,Comprehensive,317.63,Medium,0,8,5,2,0
21045,57,F,Urban,3,Comprehensive,334.4,Low,0,11,3,6,0
21046,38,F,Urban,4,Third_Party,249.76,Medium,1,0,3,1,0
21047,37,M,Urban,5,Third_Party,217.51,Medium,1,0,1,2,0
21048,37,F,Suburban,6,Third_Party,222.05,Medium,0,0,4,0,0
21049,64,M,Urban,16,Comprehensive,343.76,High,1,0,5,2,0
21050,42,M,Urban,8,Comprehensive,286.92,Low,0,14,2,4,0
21051,39,M,Rural,3,Comprehensive,287.89,Low,0,0,3,1,0
21052,38,F,Urban,3,Comprehensive,289.35,High,2,0,1,3,0
21053,37,M,Urban,17,Third_Party,213.44,Low,1,0,5,2,0
21054,66,F,Suburban,8,Basic,100.0,Medium,1,0,5,1,0
21055,48,M,Urban,6,Third_Party,232.6,Low,0,0,5,0,0
21056,43,F,Suburban,2,Third_Party,192.7,Medium,1,0,3,4,0
21057,44,F,Urban,8,Comprehensive,275.3,Medium,1,16,4,1,0
21058,39,F,Suburban,3,Third_Party,200.88,Low,2,0,3,3,0
21059,38,F,Urban,2,Basic,150.69,High,0,0,2,1,0
21060,32,F,Urban,2,Third_Party,205.14,Medium,0,12,3,3,1
21061,27,M,Suburban,1,Third_Party,245.14,Medium,0,0,3,0,0
21062,44,F,Urban,6,Comprehensive,313.5,Medium,0,0,4,1,0
21063,52,F,Suburban,6,Basic,138.9,Low,1,0,2,3,0
21064,54,F,Urban,5,Third_Party,218.03,High,0,23,4,2,1
21065,52,M,Suburban,2,Basic,142.53,Low,0,0,5,2,0
21066,39,M,Urban,5,Basic,119.32,Medium,0,23,3,2,1
21067,39,F,Urban,22,Basic,119.04,Low,1,0,1,1,0
21068,48,F,Suburban,5,Basic,100.0,Low,0,15,3,2,0
21069,59,M,Urban,2,Third_Party,231.17,Low,0,0,3,4,0
21070,41,M,Suburban,4,Comprehensive,279.75,High,0,0,1,2,0
21071,59,M,Urban,15,Third_Party,244.75,Medium,1,0,1,3,0
21072,50,M,Urban,24,Comprehensive,289.15,Low,0,0,3,3,0
21073,48,M,Urban,28,Basic,100.0,Medium,0,15,4,2,0
21074,60,F,Urban,5,Basic,121.38,High,1,0,3,2,0
21075,29,M,Suburban,2,Comprehensive,289.83,Medium,1,12,5,2,0
21076,34,M,Urban,7,Third_Party,205.61,Medium,0,0,5,2,0
21077,42,M,Suburban,5,Basic,127.11,Medium,1,0,4,4,0
21078,36,F,Rural,2,Third_Party,170.02,High,1,21,4,2,1
21079,48,M,Suburban,3,Third_Party,233.33,Medium,0,0,2,3,0
21080,37,F,Suburban,4,Comprehensive,281.19,Medium,0,0,1,2,0
21081,39,F,Urban,8,Third_Party,239.84,Medium,1,0,2,3,0
21082,41,F,Urban,23,Third_Party,232.36,Medium,1,0,5,2,0
21083,49,M,Urban,5,Comprehensive,318.68,High,1,0,5,1,0
21084,43,F,Rural,6,Third_Party,215.85,Medium,1,18,4,1,1
21085,48,M,Urban,3,Third_Party,234.34,High,1,8,4,1,0
21086,49,M,Urban,5,Basic,101.6,Low,0,9,3,6,0
21087,36,M,Rural,7,Third_Party,215.29,Medium,1,0,2,2,0
21088,57,M,Urban,2,Comprehensive,359.52,High,0,0,3,3,0
21089,40,F,Urban,3,Comprehensive,290.47,High,1,0,2,2,0
21090,47,M,Urban,8,Basic,104.69,Medium,0,0,1,3,0
21091,27,F,Urban,2,Third_Party,227.25,Medium,1,0,1,0,0
21092,36,F,Urban,6,Comprehensive,270.53,Low,0,0,3,0,0
21093,46,F,Rural,8,Comprehensive,272.78,High,0,0,1,2,0
21094,42,M,Suburban,8,Comprehensive,300.19,Medium,0,0,4,1,0
21095,40,F,Urban,10,Comprehensive,294.92,High,0,0,4,0,0
21096,61,M,Urban,5,Third_Party,247.67,Medium,1,0,4,1,0
21097,40,F,Urban,1,Basic,113.67,Medium,2,15,5,3,1
21098,38,F,Urban,1,Third_Party,252.26,Low,1,13,4,1,1
21099,27,M,Urban,5,Third_Party,227.13,High,1,0,2,1,0
21100,49,F,Suburban,2,Third_Party,198.67,Medium,0,0,3,2,0
21101,39,F,Urban,2,Comprehensive,321.25,Medium,1,0,4,3,0
21102,30,M,Suburban,14,Comprehensive,263.96,Medium,2,16,4,1,0
21103,42,F,Urban,9,Third_Party,260.03,Medium,3,14,5,1,0
21104,46,M,Urban,2,Third_Party,248.95,High,0,0,4,3,0
21105,52,M,Rural,5,Comprehensive,296.04,High,0,0,2,1,0
21106,55,F,Rural,4,Comprehensive,304.82,Medium,0,0,2,0,0
21107,63,M,Urban,5,Basic,137.27,Low,1,0,4,1,0
21108,35,F,Urban,2,Basic,127.67,High,1,0,3,1,0
21109,60,F,Urban,7,Comprehensive,354.11,Medium,0,0,5,0,0
21110,47,M,Urban,9,Third_Party,193.67,Medium,0,0,3,2,0
21111,41,M,Rural,3,Comprehensive,260.82,Medium,1,12,2,4,0
21112,26,F,Suburban,10,Comprehensive,294.19,High,0,8,4,4,0
21113,19,M,Urban,19,Third_Party,206.18,Medium,0,0,4,1,0
21114,52,F,Suburban,2,Basic,162.87,Medium,1,11,2,3,0
21115,57,F,Urban,4,Third_Party,238.79,Low,0,13,4,0,0
21116,42,M,Suburban,4,Comprehensive,320.54,High,0,17,5,2,0
21117,44,M,Urban,11,Comprehensive,306.27,High,0,11,4,4,0
21118,45,F,Urban,21,Third_Party,225.88,High,1,0,3,2,0
21119,52,F,Urban,12,Third_Party,203.85,Medium,0,0,1,1,0
21120,32,M,Rural,3,Comprehensive,259.21,High,0,16,4,1,1
21121,41,F,Suburban,5,Third_Party,247.71,High,1,0,3,2,0
21122,61,M,Suburban,9,Basic,124.65,Medium,1,20,3,0,0
21123,46,M,Urban,6,Comprehensive,308.97,Medium,1,0,2,2,0
21124,34,F,Urban,4,Comprehensive,250.78,Medium,2,0,1,1,0
21125,44,F,Urban,5,Basic,111.81,Low,0,0,4,3,0
21126,46,M,Urban,1,Comprehensive,312.88,Medium,0,19,4,1,1
21127,40,M,Suburban,2,Comprehensive,279.5,Medium,0,0,3,2,0
21128,59,M,Suburban,1,Third_Party,209.39,Medium,0,0,3,3,0
21129,56,F,Urban,6,Comprehensive,334.93,Low,0,0,3,2,0
21130,50,M,Urban,3,Third_Party,218.43,Medium,1,0,4,1,0
21131,59,F,Suburban,2,Comprehensive,321.22,Medium,0,20,2,2,1
21132,49,F,Urban,4,Third_Party,185.67,High,1,0,3,1,0
21133,54,M,Urban,9,Comprehensive,328.31,Low,0,0,3,4,0
21134,43,F,Urban,6,Comprehensive,289.54,Medium,1,13,3,0,0
21135,55,F,Urban,2,Third_Party,222.96,High,0,22,2,3,1
21136,62,F,Urban,2,Comprehensive,340.87,High,2,0,4,1,0
21137,22,F,Suburban,6,Comprehensive,272.05,High,0,0,2,2,0
21138,36,M,Suburban,4,Comprehensive,286.99,High,0,0,3,0,0
21139,53,M,Urban,1,Comprehensive,318.47,Medium,1,0,4,2,0
21140,49,F,Urban,3,Third_Party,204.09,Medium,0,16,5,5,0
21141,46,M,Urban,3,Comprehensive,329.61,Medium,0,14,4,2,1
21142,42,M,Urban,2,Third_Party,226.13,Medium,1,0,5,4,0
21143,38,F,Urban,5,Third_Party,184.98,Low,0,0,3,2,0
21144,60,M,Suburban,3,Third_Party,208.21,Medium,0,0,3,2,0
21145,61,M,Urban,4,Comprehensive,295.73,High,0,0,2,0,0
21146,29,M,Suburban,7,Comprehensive,295.72,Medium,0,0,3,1,0
21147,32,F,Suburban,1,Third_Party,201.98,Medium,0,0,4,0,0
21148,52,M,Rural,7,Third_Party,217.14,Low,0,0,4,1,0
21149,45,F,Rural,7,Basic,109.56,High,0,0,4,3,0
21150,39,F,Urban,4,Comprehensive,300.22,Medium,0,20,5,3,1
21151,46,M,Suburban,10,Comprehensive,314.26,Low,0,15,2,0,1
21152,41,F,Urban,11,Comprehensive,279.21,Medium,0,0,4,1,0
21153,42,M,Suburban,14,Comprehensive,285.82,Medium,0,0,4,2,0
21154,49,M,Urban,2,Third_Party,211.18,High,2,21,5,2,1
21155,48,M,Urban,5,Comprehensive,288.4,High,0,0,2,3,0
21156,30,M,Urban,2,Third_Party,210.11,Medium,0,18,5,2,1
21157,45,M,Suburban,2,Comprehensive,323.83,Medium,1,12,2,2,1
21158,45,M,Urban,11,Third_Party,237.41,Medium,0,0,3,2,0
21159,46,M,Urban,5,Basic,112.16,High,0,0,3,3,0
21160,51,F,Suburban,4,Third_Party,220.02,Medium,1,23,3,1,1
21161,35,M,Urban,7,Comprehensive,297.79,High,3,0,4,1,0
21162,41,F,Urban,7,Third_Party,186.91,Medium,0,0,3,1,0
21163,50,F,Urban,9,Third_Party,216.35,High,0,0,3,4,0
21164,18,M,Urban,6,Third_Party,202.47,Low,0,19,4,1,1
21165,43,F,Suburban,4,Comprehensive,285.52,Medium,0,18,4,2,1
21166,49,M,Urban,8,Comprehensive,337.46,Medium,1,0,4,4,0
21167,60,F,Urban,3,Third_Party,245.19,Medium,0,0,2,3,0
21168,55,F,Urban,5,Third_Party,246.11,Low,1,0,3,3,0
21169,54,F,Urban,7,Third_Party,201.96,Low,0,0,4,0,0
21170,34,M,Urban,25,Comprehensive,297.14,Low,0,0,4,1,0
21171,41,M,Urban,2,Comprehensive,299.59,Medium,2,0,2,1,0
21172,36,F,Urban,6,Comprehensive,249.83,Medium,0,0,4,3,0
21173,57,M,Urban,12,Basic,135.44,High,0,19,3,3,0
21174,37,F,Suburban,2,Third_Party,221.68,Medium,0,17,1,2,1
21175,41,M,Suburban,5,Third_Party,229.83,Low,0,9,1,2,0
21176,52,M,Suburban,9,Comprehensive,319.26,Low,2,0,3,1,0
21177,44,M,Suburban,3,Comprehensive,298.65,High,0,17,5,2,1
21178,40,F,Rural,2,Third_Party,213.83,Low,0,0,1,3,0
21179,62,M,Urban,2,Comprehensive,328.79,Medium,1,18,3,0,1
21180,61,F,Urban,27,Third_Party,267.09,Medium,0,16,3,0,0
21181,33,M,Suburban,4,Comprehensive,295.97,Medium,0,9,2,4,0
21182,65,M,Suburban,1,Third_Party,231.78,High,1,0,5,2,0
21183,30,F,Urban,5,Basic,130.86,High,0,13,5,3,0
21184,40,F,Suburban,3,Comprehensive,317.0,Medium,1,0,3,2,0
21185,39,F,Urban,9,Comprehensive,323.53,Medium,0,0,1,2,0
21186,36,M,Urban,4,Comprehensive,298.75,Low,0,0,2,2,0
21187,42,M,Urban,4,Third_Party,200.19,Low,2,15,3,2,1
21188,50,F,Urban,12,Third_Party,188.91,Medium,1,0,5,3,0
21189,43,M,Urban,3,Basic,119.57,Medium,0,19,4,2,1
21190,41,F,Suburban,3,Comprehensive,312.9,Medium,0,6,3,3,0
21191,45,M,Urban,4,Comprehensive,278.99,Low,0,0,2,4,0
21192,55,F,Suburban,3,Basic,120.14,High,1,9,5,2,0
21193,37,F,Suburban,6,Basic,100.0,High,1,9,4,2,0
21194,59,F,Urban,2,Comprehensive,319.68,Medium,0,0,3,3,0
21195,30,M,Urban,1,Comprehensive,300.44,Medium,1,0,4,4,0
21196,62,M,Suburban,7,Comprehensive,360.58,Medium,0,0,3,2,0
21197,47,F,Urban,14,Comprehensive,337.97,Medium,0,0,5,2,0
21198,43,M,Rural,1,Comprehensive,282.2,Medium,2,0,5,2,0
21199,47,F,Rural,2,Comprehensive,318.66,Low,0,0,5,1,0
21200,38,M,Urban,1,Third_Party,207.2,High,1,22,5,0,1
21201,29,M,Urban,7,Third_Party,196.8,High,0,0,1,2,0
21202,43,M,Urban,2,Comprehensive,290.2,High,1,0,3,2,0
21203,29,M,Suburban,4,Basic,106.61,Medium,0,0,3,2,0
21204,42,F,Suburban,7,Third_Party,198.98,High,0,0,2,0,0
21205,44,M,Urban,8,Third_Party,243.33,Medium,1,16,4,0,0
21206,46,M,Urban,2,Basic,100.0,Low,2,0,3,4,0
21207,48,F,Rural,5,Comprehensive,316.04,Medium,1,0,4,2,0
21208,54,M,Suburban,2,Third_Party,251.23,Medium,1,0,5,1,0
21209,40,F,Suburban,3,Third_Party,196.94,Medium,0,0,5,5,0
21210,52,F,Urban,21,Comprehensive,312.4,High,0,0,3,2,0
21211,60,M,Urban,6,Third_Party,245.2,Medium,0,0,4,0,0
21212,24,M,Urban,21,Third_Party,167.24,Low,1,0,2,6,0
21213,30,M,Rural,16,Comprehensive,315.36,High,0,0,3,2,0
21214,38,F,Rural,1,Comprehensive,300.06,Medium,0,0,3,2,0
21215,40,M,Suburban,9,Third_Party,228.7,High,0,0,2,1,0
21216,43,M,Urban,2,Third_Party,228.17,Medium,1,18,5,4,1
21217,36,M,Urban,2,Comprehensive,322.28,Medium,0,17,1,1,1
21218,53,F,Urban,2,Basic,119.02,Medium,0,0,5,2,0
21219,33,F,Urban,6,Comprehensive,293.43,Low,1,0,3,0,0
21220,51,F,Urban,2,Comprehensive,319.68,High,0,0,2,3,0
21221,28,M,Suburban,3,Comprehensive,234.22,Medium,4,0,4,0,0
21222,25,M,Suburban,3,Comprehensive,302.96,Medium,0,0,2,0,0
21223,53,F,Urban,2,Basic,124.11,High,0,0,5,0,0
21224,40,M,Rural,1,Comprehensive,307.94,Medium,0,0,4,2,0
21225,49,M,Suburban,7,Third_Party,218.96,Medium,0,0,2,2,0
21226,42,F,Urban,4,Third_Party,266.47,High,0,0,4,2,0
21227,52,M,Urban,3,Third_Party,231.86,High,0,0,4,4,0
21228,52,F,Urban,3,Third_Party,220.81,Low,0,6,2,1,0
21229,34,M,Urban,7,Comprehensive,289.86,High,1,18,3,0,1
21230,48,M,Rural,2,Comprehensive,333.16,Medium,1,26,1,2,1
21231,37,M,Urban,11,Basic,145.31,Medium,0,0,4,3,0
21232,51,F,Suburban,3,Basic,120.76,High,0,20,1,3,1
21233,56,F,Suburban,15,Comprehensive,302.18,Low,0,15,2,5,0
21234,40,F,Urban,5,Comprehensive,278.22,Medium,0,0,5,4,0
21235,68,F,Suburban,5,Comprehensive,332.16,Low,0,0,4,4,0
21236,44,M,Urban,6,Third_Party,193.68,High,0,15,4,2,0
21237,51,F,Rural,6,Comprehensive,321.97,Low,0,14,4,1,0
21238,66,M,Urban,5,Comprehensive,330.46,High,1,0,2,2,0
21239,62,F,Suburban,2,Comprehensive,340.15,Medium,0,0,3,1,0
21240,42,M,Urban,3,Comprehensive,308.91,Medium,0,0,2,3,0
21241,27,F,Suburban,1,Basic,100.0,Medium,0,14,5,0,1
21242,32,F,Suburban,8,Comprehensive,298.71,Medium,0,0,4,3,0
21243,50,M,Urban,1,Comprehensive,301.99,Medium,0,0,2,0,0
21244,52,M,Rural,10,Third_Party,214.9,Medium,0,18,5,0,0
21245,18,M,Urban,6,Comprehensive,276.12,Medium,0,0,5,1,0
21246,41,F,Suburban,11,Third_Party,215.0,Medium,0,10,3,2,0
21247,49,M,Urban,18,Comprehensive,279.01,Medium,0,0,4,1,0
21248,41,F,Urban,5,Basic,149.8,Medium,1,0,1,3,0
21249,43,F,Suburban,13,Comprehensive,281.03,Medium,0,0,4,1,0
21250,39,F,Urban,3,Third_Party,226.52,Low,0,0,3,3,0
21251,54,M,Suburban,4,Third_Party,265.85,Low,0,11,3,1,0
21252,38,F,Urban,1,Comprehensive,303.64,High,0,0,4,1,0
21253,51,F,Rural,4,Comprehensive,325.55,Low,1,13,1,1,1
21254,38,M,Suburban,4,Comprehensive,290.62,Medium,1,0,3,1,0
21255,49,M,Rural,9,Comprehensive,304.72,Medium,2,0,3,3,0
21256,33,F,Urban,2,Basic,123.37,Medium,1,10,5,3,0
21257,48,M,Urban,2,Third_Party,205.55,High,1,0,1,0,0
21258,41,M,Urban,9,Comprehensive,331.78,Low,0,0,2,1,0
21259,42,M,Suburban,3,Comprehensive,291.0,Medium,0,24,4,5,1
21260,48,M,Rural,10,Comprehensive,346.96,Low,0,0,2,3,0
21261,43,M,Urban,5,Third_Party,254.91,Low,1,0,1,4,0
21262,29,M,Suburban,18,Third_Party,201.58,Medium,2,12,1,2,0
21263,50,M,Rural,6,Comprehensive,326.43,High,1,12,3,2,0
21264,52,F,Urban,7,Third_Party,192.78,High,0,11,2,3,0
21265,54,F,Urban,8,Comprehensive,303.57,Low,0,0,3,3,0
21266,32,M,Suburban,1,Comprehensive,294.22,High,0,0,1,1,0
21267,48,F,Urban,16,Comprehensive,350.34,Low,2,0,3,4,0
21268,63,M,Urban,7,Comprehensive,320.32,Medium,1,0,2,3,0
21269,55,F,Urban,2,Basic,124.9,High,0,6,4,1,0
21270,30,M,Urban,7,Comprehensive,330.8,Low,0,13,1,3,1
21271,36,M,Urban,2,Comprehensive,273.6,High,0,0,4,2,0
21272,53,M,Urban,2,Third_Party,207.83,High,1,0,3,4,0
21273,44,M,Urban,1,Third_Party,258.48,High,2,0,4,2,0
21274,45,F,Urban,1,Third_Party,214.28,Medium,1,0,2,0,0
21275,40,M,Urban,5,Third_Party,191.09,Medium,0,13,4,3,0
21276,24,M,Urban,5,Comprehensive,274.78,Low,0,0,5,4,0
21277,50,F,Suburban,6,Third_Party,230.84,High,2,7,1,1,0
21278,59,F,Suburban,5,Third_Party,268.28,Medium,0,13,4,2,0
21279,45,M,Urban,4,Basic,153.17,Medium,0,0,5,1,0
21280,52,M,Suburban,2,Comprehensive,307.75,High,1,16,1,1,1
21281,34,M,Urban,2,Comprehensive,323.2,High,0,0,3,1,0
21282,58,M,Urban,1,Comprehensive,314.33,Low,1,11,2,1,0
21283,22,M,Suburban,3,Comprehensive,265.79,Medium,0,0,3,0,0
21284,39,M,Urban,17,Third_Party,207.27,High,1,0,2,1,0
21285,50,M,Urban,2,Third_Party,231.51,Medium,1,0,4,3,0
21286,33,F,Urban,4,Third_Party,186.22,Medium,0,0,2,3,0
21287,32,F,Urban,9,Comprehensive,313.7,Medium,0,0,4,2,0
21288,57,F,Suburban,5,Basic,144.95,High,1,0,2,1,0
21289,55,F,Rural,1,Comprehensive,279.24,Medium,0,14,3,2,1
21290,49,F,Urban,2,Comprehensive,341.82,High,0,0,3,4,0
21291,48,M,Urban,6,Basic,107.34,Medium,0,0,1,3,0
21292,64,F,Rural,2,Basic,118.98,Medium,1,0,1,4,0
21293,35,F,Suburban,14,Comprehensive,325.27,Medium,0,0,4,2,0
21294,32,M,Urban,1,Comprehensive,306.99,Medium,1,0,2,2,0
21295,51,M,Urban,2,Comprehensive,293.27,Low,0,20,3,4,1
21296,52,F,Urban,4,Third_Party,259.93,Low,1,0,4,3,0
21297,36,F,Suburban,2,Third_Party,192.82,High,0,0,3,0,0
21298,55,M,Urban,2,Third_Party,203.07,Medium,1,0,4,2,0
21299,49,M,Urban,3,Third_Party,222.76,Low,1,0,3,0,0
21300,33,M,Urban,2,Comprehensive,288.81,High,0,0,3,1,0
21301,39,M,Suburban,5,Third_Party,200.49,High,0,9,3,1,0
21302,58,M,Rural,3,Third_Party,230.89,Medium,1,0,2,2,0
21303,53,F,Urban,2,Comprehensive,308.61,High,2,0,4,3,0
21304,54,M,Urban,2,Comprehensive,332.37,High,1,0,4,1,0
21305,43,M,Urban,13,Comprehensive,334.88,High,1,0,4,0,0
21306,36,F,Rural,1,Comprehensive,290.81,Medium,0,0,3,1,0
21307,44,M,Urban,10,Comprehensive,278.25,Medium,1,0,5,3,0
21308,46,F,Urban,2,Comprehensive,313.37,Medium,0,0,3,1,0
21309,37,F,Urban,4,Comprehensive,334.04,High,3,0,4,2,0
21310,42,M,Urban,3,Comprehensive,313.04,Low,0,0,1,2,0
21311,20,M,Rural,2,Third_Party,204.18,Medium,0,13,2,2,1
21312,39,M,Urban,6,Third_Party,214.78,Medium,1,0,2,1,0
21313,42,F,Suburban,2,Comprehensive,289.75,Medium,0,21,4,2,1
21314,33,F,Suburban,4,Third_Party,205.24,Medium,0,0,3,5,0
21315,43,F,Rural,8,Third_Party,191.97,Low,0,0,3,0,0
21316,62,F,Urban,3,Basic,112.24,Low,0,0,2,6,0
21317,67,F,Suburban,18,Third_Party,250.91,Low,0,0,3,3,0
21318,33,F,Suburban,7,Third_Party,201.22,Low,1,11,2,1,1
21319,53,F,Urban,7,Basic,152.36,Medium,0,0,4,4,0
21320,53,M,Suburban,6,Third_Party,225.6,High,1,0,5,2,0
21321,41,F,Rural,19,Third_Party,219.24,Low,0,0,4,3,0
21322,34,M,Urban,17,Basic,118.01,Medium,2,0,4,1,0
21323,41,M,Suburban,13,Basic,121.65,Medium,0,0,3,2,0
21324,47,M,Urban,4,Third_Party,235.91,Low,0,12,3,0,0
21325,53,M,Urban,5,Basic,110.11,Medium,1,12,3,5,0
